neighborhood,garage_type,lot_area,house_age,overall_qual,gr_liv_area,kitchen_qual,garage_area,total_bsmt_sf,bsmt_qual,saleprice
BrDale,Detchd,1680,39,6,1092,3,264.0,525.0,3.0,88000
NridgHt,BuiltIn,13693,1,9,2643,5,694.0,2153.0,4.0,380000
Somerst,Attchd,10625,1,8,1660,4,660.0,1660.0,4.0,256000
NAmes,Detchd,7200,59,5,900,4,576.0,900.0,3.0,134800
Blueste,Attchd,1612,29,6,1229,3,462.0,561.0,4.0,121000
Somerst,Attchd,10207,0,7,1761,4,578.0,874.0,4.0,227875
CollgCr,Attchd,10475,2,8,1694,4,776.0,1694.0,4.0,245350
OldTown,none,5976,86,5,1248,3,0.0,624.0,3.0,93500
Edwards,Basment,10625,90,5,835,3,366.0,458.0,3.0,83000
ClearCr,Attchd,53107,15,6,1953,4,501.0,1580.0,4.0,240000
OldTown,Detchd,5680,106,5,1173,3,240.0,592.0,3.0,113000
NAmes,Attchd,12400,51,6,1215,3,297.0,1215.0,3.0,155000
Sawyer,Detchd,6768,47,6,912,4,288.0,912.0,3.0,142000
BrkSide,Detchd,6000,83,6,904,3,180.0,884.0,3.0,119000
Mitchel,Attchd,12508,68,6,1750,3,423.0,983.0,4.0,160000
Gilbert,Attchd,7415,4,6,1593,3,398.0,839.0,3.0,193000
NoRidge,Attchd,11762,15,8,2202,4,517.0,1105.0,5.0,263000
CollgCr,Attchd,8767,1,7,1310,4,400.0,1310.0,4.0,164990
Edwards,Detchd,8190,53,4,948,3,280.0,948.0,3.0,119000
Somerst,Attchd,7500,3,8,1448,4,692.0,1372.0,4.0,238500
ClearCr,Attchd,70761,31,7,1533,4,576.0,1533.0,4.0,280000
Somerst,Attchd,3784,1,8,1565,4,476.0,1511.0,4.0,193800
MeadowV,Attchd,4224,31,5,1060,3,572.0,1040.0,4.0,129900
CollgCr,Detchd,9245,14,5,990,3,672.0,990.0,4.0,145000
CollgCr,Attchd,14781,5,8,1787,4,748.0,1753.0,4.0,275000
NAmes,Detchd,8544,56,3,1040,3,400.0,0.0,0.0,81400
Edwards,Detchd,7440,55,5,1089,3,252.0,1089.0,4.0,125000
OldTown,Detchd,7404,89,4,861,3,288.0,861.0,2.0,80000
SWISU,Detchd,4853,86,5,1296,2,260.0,1107.0,3.0,104000
NoRidge,Attchd,10593,14,7,1720,4,527.0,1720.0,4.0,260400
NWAmes,Attchd,12090,26,7,1479,4,484.0,725.0,4.0,176000
Sawyer,Attchd,11677,41,5,1040,3,264.0,1040.0,3.0,123000
NoRidge,BuiltIn,11000,8,9,2172,5,687.0,1519.0,5.0,291000
NAmes,Detchd,8000,61,6,972,3,240.0,972.0,3.0,132000
Gilbert,Attchd,8029,3,6,1456,4,400.0,728.0,4.0,176000
NAmes,Detchd,13495,53,5,1728,3,576.0,1048.0,3.0,177625
Edwards,Attchd,9738,82,5,1221,3,392.0,784.0,3.0,104900
CollgCr,Attchd,9272,7,7,1749,4,515.0,842.0,4.0,196000
NridgHt,Attchd,7841,2,9,1577,5,564.0,1577.0,5.0,280000
Gilbert,BuiltIn,8530,14,7,1474,3,400.0,384.0,4.0,168500
Gilbert,Attchd,13041,11,6,1671,3,423.0,781.0,4.0,170000
Mitchel,2Types,43500,54,3,2034,3,1041.0,0.0,0.0,130000
BrkSide,Detchd,6240,69,7,2009,3,400.0,989.0,3.0,150000
CollgCr,Attchd,13015,10,5,1100,3,462.0,1100.0,4.0,145000
Mitchel,Detchd,9297,30,5,1728,3,560.0,1728.0,3.0,188000
Gilbert,Attchd,8773,10,6,1600,3,460.0,916.0,4.0,169000
Edwards,Attchd,8536,1,5,1125,3,430.0,1125.0,4.0,155000
Somerst,Attchd,4282,4,7,1391,4,530.0,1391.0,4.0,196000
Gilbert,BuiltIn,8740,5,7,1995,4,435.0,854.0,4.0,219500
Gilbert,Attchd,10237,1,6,1456,4,390.0,728.0,4.0,170440
Edwards,Attchd,7950,32,6,1426,3,440.0,690.0,3.0,159500
Edwards,Attchd,39290,-1,10,5095,5,1154.0,5095.0,5.0,183850
NWAmes,Attchd,10400,38,7,1682,3,530.0,1304.0,3.0,174000
NAmes,Attchd,10628,37,7,1277,3,526.0,1277.0,3.0,167000
NPkVill,Attchd,2280,33,6,1456,3,440.0,855.0,4.0,148500
SawyerW,Detchd,7018,30,5,2228,3,720.0,0.0,0.0,147983
SawyerW,Attchd,10762,29,6,1217,3,288.0,626.0,4.0,120000
Edwards,Attchd,7024,2,5,1090,3,450.0,1090.0,5.0,157000
Edwards,Detchd,7585,58,5,1456,3,280.0,810.0,2.0,91500
Edwards,none,8777,98,5,796,3,0.0,796.0,2.0,85000
Edwards,Detchd,9170,42,5,1214,3,461.0,1214.0,3.0,140000
Sawyer,Attchd,7742,41,5,955,3,386.0,955.0,3.0,127000
Somerst,Attchd,8791,5,6,1728,4,673.0,864.0,4.0,207500
Edwards,Detchd,19800,71,6,3672,4,836.0,1836.0,3.0,415000
Crawfor,Attchd,13339,49,6,1561,3,463.0,1561.0,3.0,193000
Gilbert,Attchd,8125,15,6,1481,3,343.0,702.0,4.0,174000
NAmes,Attchd,11419,61,7,1527,3,410.0,699.0,3.0,152500
CollgCr,Attchd,7226,5,7,1640,4,595.0,798.0,4.0,183000
Edwards,Attchd,11100,56,5,1480,3,253.0,1080.0,3.0,136500
CollgCr,Attchd,12435,7,7,1792,4,564.0,963.0,4.0,231500
Edwards,Detchd,6420,54,5,1148,3,308.0,980.0,5.0,123500
Edwards,Attchd,16466,53,5,1393,3,300.0,816.0,3.0,135500
Edwards,Detchd,6285,31,6,1044,3,528.0,960.0,3.0,133500
NAmes,Detchd,9204,45,5,1144,3,336.0,1144.0,3.0,124000
NoRidge,Attchd,12011,8,8,1924,4,592.0,1086.0,4.0,280000
NoRidge,BuiltIn,14774,11,9,2599,4,779.0,1393.0,4.0,333168
Gilbert,BuiltIn,11792,6,8,2283,4,632.0,1008.0,4.0,270000
NAmes,Detchd,8064,59,6,1133,3,900.0,795.0,3.0,128500
SawyerW,Attchd,7175,16,6,1398,4,542.0,1398.0,4.0,172000
Sawyer,Detchd,10820,35,5,810,3,576.0,782.0,4.0,130000
NridgHt,Attchd,5381,4,6,1306,4,624.0,1306.0,4.0,196000
IDOTRR,Detchd,5000,66,5,803,3,360.0,720.0,3.0,87000
BrkSide,Detchd,8674,57,5,1435,3,308.0,910.0,2.0,128250
NWAmes,Attchd,13175,32,6,2073,3,500.0,1542.0,4.0,210000
Crawfor,Detchd,11275,75,6,1991,3,432.0,854.0,3.0,220000
Sawyer,Attchd,9600,60,4,1067,4,436.0,1067.0,4.0,128000
OldTown,Detchd,9000,107,5,1174,4,576.0,680.0,3.0,135000
Mitchel,Attchd,9990,17,4,1689,3,432.0,1680.0,4.0,228500
BrkSide,Detchd,6000,71,6,1132,3,240.0,608.0,3.0,134000
NAmes,Attchd,10533,50,6,1024,4,313.0,1008.0,3.0,157500
NoRidge,Attchd,11692,16,8,2232,4,623.0,1173.0,4.0,263550
NWAmes,Attchd,12546,26,6,1440,4,467.0,1440.0,4.0,182900
Crawfor,Attchd,21695,21,6,1680,4,540.0,880.0,4.0,222000
Mitchel,none,9278,1,5,1092,3,0.0,1092.0,4.0,146000
OldTown,Detchd,8100,59,5,1559,3,812.0,1559.0,3.0,153500
NridgHt,Attchd,16737,2,9,1980,5,770.0,1980.0,5.0,315000
NoRidge,Attchd,9200,10,8,2630,4,696.0,1470.0,4.0,315000
Somerst,BuiltIn,9801,1,8,1861,4,851.0,1341.0,4.0,257000
Mitchel,2Types,14137,44,4,1200,3,850.0,1200.0,4.0,173000
Gilbert,Attchd,14762,58,5,2320,3,672.0,0.0,0.0,169000
NridgHt,Attchd,15262,6,8,2200,5,685.0,2200.0,5.0,382500
CollgCr,Attchd,9742,6,8,1795,4,534.0,1777.0,4.0,230000
NAmes,Attchd,8532,55,5,1297,3,498.0,1297.0,3.0,153000
NAmes,Attchd,10634,56,5,1319,3,270.0,608.0,3.0,123000
CollgCr,Attchd,14753,11,7,1463,3,539.0,1463.0,4.0,207000
OldTown,Attchd,18386,128,7,3493,4,870.0,1470.0,3.0,295000
SawyerW,Detchd,12450,4,5,1094,4,576.0,1094.0,4.0,149000
Gilbert,BuiltIn,7851,8,6,1960,4,440.0,860.0,4.0,216500
BrkSide,Detchd,5175,49,5,808,3,308.0,808.0,3.0,112000
Sawyer,Detchd,8398,40,5,943,3,528.0,943.0,3.0,134500
Blmngtn,Attchd,3710,1,7,1246,4,428.0,1146.0,4.0,187687
IDOTRR,Detchd,7500,90,4,1128,3,528.0,698.0,3.0,68400
NAmes,Detchd,8010,51,6,951,4,480.0,951.0,3.0,143500
SawyerW,Attchd,12800,20,7,1644,4,569.0,1518.0,4.0,275000
Mitchel,2Types,11070,18,7,1959,3,766.0,1907.0,3.0,171000
Gilbert,BuiltIn,12224,9,6,2054,4,390.0,992.0,4.0,244000
Mitchel,Detchd,6953,39,5,874,3,352.0,864.0,3.0,130000
Somerst,Attchd,11824,1,8,1685,4,658.0,1685.0,4.0,253000
OldTown,none,4118,65,4,693,2,0.0,693.0,3.0,52500
Blueste,Attchd,3907,21,8,1034,4,598.0,982.0,4.0,185000
Gilbert,Attchd,8918,4,6,1490,4,392.0,745.0,4.0,167800
NridgHt,Attchd,9591,5,8,1713,5,856.0,1713.0,5.0,274900
NWAmes,Attchd,14115,29,7,1472,3,588.0,1372.0,4.0,187500
Somerst,Attchd,9675,4,7,1971,4,689.0,1113.0,4.0,253000
MeadowV,BuiltIn,1974,35,4,988,3,297.0,526.0,4.0,105000
NAmes,BuiltIn,11475,48,6,1576,4,368.0,1208.0,3.0,174500
CollgCr,Attchd,21533,10,7,2049,4,467.0,1065.0,4.0,210900
Edwards,Detchd,9350,63,4,1531,3,209.0,756.0,3.0,127000
NridgHt,Attchd,8198,4,7,1358,4,484.0,1358.0,4.0,207000
NWAmes,Attchd,13250,31,7,2050,4,529.0,832.0,4.0,154000
StoneBr,Attchd,51974,1,9,2338,4,1110.0,2660.0,5.0,591587
OldTown,Attchd,22136,81,5,2640,3,1008.0,2171.0,3.0,180000
NAmes,Detchd,8944,42,5,1584,3,792.0,1584.0,3.0,124000
Timber,BuiltIn,9839,29,6,2237,4,440.0,712.0,4.0,204000
SWISU,Detchd,6292,81,7,1477,3,216.0,861.0,3.0,145000
NAmes,Attchd,9680,43,5,1510,4,517.0,1510.0,3.0,178900
NoRidge,Attchd,9452,9,8,2392,4,870.0,1396.0,4.0,348000
BrkSide,Detchd,9144,93,6,1716,4,672.0,810.0,3.0,162500
Sawyer,Detchd,8425,36,5,868,3,576.0,768.0,4.0,119900
Gilbert,Attchd,9084,8,7,1632,3,462.0,935.0,4.0,176500
BrkSide,Attchd,7420,69,5,1077,3,205.0,991.0,3.0,118000
NAmes,Attchd,7677,55,5,773,3,240.0,773.0,3.0,110000
NoRidge,Attchd,16770,12,7,1839,3,486.0,1195.0,4.0,221000
NoRidge,Attchd,16545,11,8,2450,4,1069.0,1284.0,4.0,340000
BrkSide,Detchd,11414,99,7,2019,4,532.0,728.0,4.0,167500
Somerst,Attchd,13501,1,8,1636,4,865.0,1623.0,4.0,255000
Gilbert,BuiltIn,9434,5,7,1374,4,400.0,384.0,4.0,170000
Edwards,Basment,3675,1,5,1072,3,525.0,547.0,4.0,145000
MeadowV,none,1890,36,4,630,3,0.0,630.0,4.0,81000
NAmes,Attchd,11029,50,6,1414,3,601.0,1184.0,4.0,176500
Somerst,Attchd,10084,3,8,1694,4,636.0,1686.0,5.0,307000
CollgCr,Attchd,9543,6,7,1690,4,517.0,845.0,4.0,190550
NWAmes,Attchd,13005,29,7,2353,5,484.0,845.0,4.0,260000
NPkVill,Attchd,2280,30,7,1055,3,319.0,1055.0,3.0,137500
Sawyer,Attchd,12712,34,6,1055,4,542.0,1044.0,4.0,147000
Sawyer,Attchd,10000,48,5,1144,3,264.0,864.0,3.0,131400
NridgHt,BuiltIn,10574,4,8,2332,5,756.0,1148.0,5.0,316000
Mitchel,none,9400,39,6,1824,3,0.0,912.0,3.0,139000
Timber,BuiltIn,9802,2,5,1442,3,400.0,352.0,4.0,172500
Crawfor,Detchd,13132,92,5,1784,3,180.0,747.0,4.0,138887
Edwards,Basment,13728,73,6,2108,4,540.0,1127.0,3.0,235000
NAmes,Detchd,6600,47,5,894,3,308.0,894.0,3.0,109500
IDOTRR,Detchd,10320,82,4,1430,2,370.0,596.0,3.0,107000
CollgCr,Attchd,14006,4,7,1776,4,474.0,936.0,4.0,192500
NWAmes,Attchd,16635,32,6,1602,4,529.0,1602.0,4.0,215000
OldTown,Detchd,8398,97,6,1650,3,468.0,926.0,4.0,144100
NAmes,Detchd,9100,50,6,864,3,300.0,864.0,3.0,127500
SawyerW,Attchd,14171,15,7,2200,4,453.0,812.0,4.0,225000
NridgHt,Attchd,13891,1,8,1710,4,866.0,1710.0,5.0,372402
Sawyer,Detchd,12968,46,5,912,3,352.0,912.0,3.0,144000
Somerst,Detchd,2280,8,6,1501,3,440.0,744.0,4.0,176500
OldTown,Attchd,7000,82,6,1310,3,398.0,617.0,2.0,112000
BrDale,Detchd,1680,35,6,987,3,264.0,483.0,3.0,100000
MeadowV,Attchd,2217,39,4,1092,3,286.0,546.0,3.0,88000
NWAmes,Detchd,11500,31,5,1680,3,528.0,1680.0,3.0,136905
NAmes,Detchd,7200,35,4,874,3,576.0,864.0,3.0,97500
IDOTRR,none,12366,61,3,729,3,0.0,0.0,0.0,51689
NAmes,Detchd,10721,49,6,1252,4,528.0,1252.0,3.0,142000
NridgHt,BuiltIn,10732,1,8,1828,4,876.0,1298.0,4.0,250000
NWAmes,Attchd,10791,17,6,2495,4,660.0,1280.0,4.0,243500
NridgHt,Attchd,5122,4,6,1306,4,624.0,1306.0,4.0,184500
Mitchel,Attchd,9928,16,7,1478,3,506.0,1454.0,4.0,210000
Sawyer,Attchd,7791,46,5,912,4,300.0,912.0,3.0,129000
IDOTRR,Detchd,8154,69,2,540,3,200.0,480.0,3.0,82000
Gilbert,Attchd,10839,11,6,1604,3,470.0,926.0,4.0,181000
CollgCr,Attchd,9045,2,5,1536,4,400.0,768.0,4.0,167000
Gilbert,Attchd,10852,6,6,1671,3,472.0,959.0,4.0,173000
CollgCr,Attchd,8400,1,7,1611,4,572.0,784.0,4.0,195800
Crawfor,Attchd,16381,37,6,1844,4,540.0,1844.0,3.0,223000
NridgHt,Attchd,12304,3,7,1367,4,484.0,1367.0,4.0,192000
NWAmes,Attchd,11584,28,7,1725,3,550.0,539.0,3.0,197000
NridgHt,BuiltIn,10672,0,8,2389,4,672.0,1054.0,5.0,298236
Crawfor,Detchd,7230,80,7,1718,4,264.0,851.0,3.0,238000
NAmes,none,8512,46,5,1556,3,0.0,1556.0,3.0,119000
NWAmes,Attchd,20781,38,7,2156,3,508.0,1568.0,3.0,262500
Timber,Attchd,12633,2,9,1978,5,920.0,1978.0,5.0,425000
IDOTRR,Detchd,8712,110,4,1178,3,384.0,859.0,3.0,102776
NAmes,Attchd,12537,39,5,1078,3,500.0,1078.0,3.0,149900
Mitchel,Attchd,9620,33,6,1285,4,473.0,1243.0,3.0,190000
Blueste,Attchd,3907,21,8,1191,4,531.0,1191.0,4.0,162500
CollgCr,Attchd,9236,9,6,1494,4,576.0,1479.0,4.0,217000
Crawfor,Detchd,11600,84,4,1180,2,252.0,700.0,2.0,137500
Somerst,Attchd,10603,3,8,1795,4,782.0,900.0,5.0,270000
Sawyer,Attchd,13350,32,5,894,3,440.0,864.0,3.0,142500
NAmes,Attchd,9200,42,6,1042,3,440.0,1042.0,3.0,161000
MeadowV,none,1495,37,4,1092,3,0.0,546.0,3.0,93900
ClearCr,Attchd,15593,53,7,2287,3,667.0,1304.0,3.0,225000
NridgHt,BuiltIn,13688,5,9,2668,5,726.0,1572.0,5.0,412500
Edwards,none,8248,84,4,1414,3,0.0,864.0,3.0,83000
BrkSide,Attchd,6000,68,6,1232,3,217.0,600.0,3.0,128000
SawyerW,Attchd,8453,13,6,1609,4,525.0,754.0,4.0,182000
NridgHt,Attchd,12444,0,8,1932,5,774.0,1932.0,5.0,394617
Timber,Attchd,11449,1,8,1728,4,520.0,1884.0,4.0,298751
Edwards,Detchd,12342,69,4,861,3,539.0,861.0,3.0,82500
Crawfor,Detchd,7558,81,6,1913,3,342.0,896.0,3.0,177000
NAmes,Attchd,10400,53,4,1200,3,294.0,1200.0,3.0,144000
Gilbert,Attchd,7500,11,7,1804,4,442.0,994.0,3.0,189000
